"Plot Title: 20597568"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20597568, SEN S/N: 20597568)","Intensity, lum/ft² (LGR S/N: 20597568, SEN S/N: 20597568)","Coupler Attached (LGR S/N: 20597568)","Host Connected (LGR S/N: 20597568)","Stopped (LGR S/N: 20597568)","End Of File (LGR S/N: 20597568)"
1,05/28/19 11:00:00 AM,74.271,960.0,,,,
2,05/28/19 11:10:00 AM,74.791,992.0,,,,
3,05/28/19 11:20:00 AM,75.312,992.0,,,,
4,05/28/19 11:30:00 AM,74.964,1664.0,,,,
5,05/28/19 11:40:00 AM,79.502,7936.0,,,,
6,05/28/19 11:50:00 AM,83.399,4864.0,,,,
7,05/28/19 12:00:00 PM,76.354,992.0,,,,
8,05/28/19 12:10:00 PM,75.312,1024.0,,,,
9,05/28/19 12:20:00 PM,76.006,1024.0,,,,
10,05/28/19 12:30:00 PM,75.139,960.0,,,,
11,05/28/19 12:40:00 PM,75.139,896.0,,,,
12,05/28/19 12:50:00 PM,74.446,1024.0,,,,
13,05/28/19 01:00:00 PM,75.312,992.0,,,,
14,05/28/19 01:10:00 PM,76.006,896.0,,,,
15,05/28/19 01:20:00 PM,74.791,896.0,,,,
16,05/28/19 01:30:00 PM,75.312,960.0,,,,
17,05/28/19 01:40:00 PM,77.574,2048.0,,,,
18,05/28/19 01:50:00 PM,76.354,960.0,,,,
19,05/28/19 02:00:00 PM,76.354,960.0,,,,
20,05/28/19 02:10:00 PM,76.181,992.0,,,,
21,05/28/19 02:20:00 PM,76.876,1024.0,,,,
22,05/28/19 02:30:00 PM,76.703,1024.0,,,,
23,05/28/19 02:40:00 PM,78.624,1344.0,,,,
24,05/28/19 02:50:00 PM,79.151,2048.0,,,,
25,05/28/19 03:00:00 PM,78.975,1280.0,,,,
26,05/28/19 03:10:00 PM,79.326,1344.0,,,,
27,05/28/19 03:20:00 PM,84.834,2048.0,,,,
28,05/28/19 03:30:00 PM,93.493,5120.0,,,,
29,05/28/19 03:40:00 PM,94.253,2688.0,,,,
30,05/28/19 03:50:00 PM,88.282,1536.0,,,,
31,05/28/19 04:00:00 PM,96.748,1920.0,,,,
32,05/28/19 04:10:00 PM,103.717,2304.0,,,,
33,05/28/19 04:20:00 PM,104.128,2944.0,,,,
34,05/28/19 04:30:00 PM,101.685,12288.0,,,,
35,05/28/19 04:40:00 PM,92.174,2304.0,,,,
36,05/28/19 04:50:00 PM,96.168,3328.0,,,,
37,05/28/19 05:00:00 PM,104.333,19456.0,,,,
38,05/28/19 05:10:00 PM,108.750,18432.0,,,,
39,05/28/19 05:20:00 PM,103.717,18432.0,,,,
40,05/28/19 05:30:00 PM,105.577,15872.0,,,,
41,05/28/19 05:40:00 PM,101.887,16384.0,,,,
42,05/28/19 05:50:00 PM,101.484,16384.0,,,,
43,05/28/19 06:00:00 PM,99.291,10240.0,,,,
44,05/28/19 06:10:00 PM,100.882,11264.0,,,,
45,05/28/19 06:20:00 PM,86.641,136.0,,,,
46,05/28/19 06:30:00 PM,75.832,126.0,,,,
47,05/28/19 06:40:00 PM,71.683,136.0,,,,
48,05/28/19 06:50:00 PM,71.683,152.0,,,,
49,05/28/19 07:00:00 PM,70.651,176.0,,,,
50,05/28/19 07:10:00 PM,69.964,184.0,,,,
51,05/28/19 07:20:00 PM,69.278,144.0,,,,
52,05/28/19 07:30:00 PM,68.592,110.0,,,,
