"Plot Title: 20597562"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20597562, SEN S/N: 20597562)","Intensity, lum/ft² (LGR S/N: 20597562, SEN S/N: 20597562)","Coupler Attached (LGR S/N: 20597562)","Host Connected (LGR S/N: 20597562)","Stopped (LGR S/N: 20597562)","End Of File (LGR S/N: 20597562)"
1,05/28/19 11:00:00 AM,86.823,3328.0,,,,
2,05/28/19 11:10:00 AM,81.621,3200.0,,,,
3,05/28/19 11:20:00 AM,80.735,3072.0,,,,
4,05/28/19 11:30:00 AM,83.221,3072.0,,,,
5,05/28/19 11:40:00 AM,80.911,2944.0,,,,
6,05/28/19 11:50:00 AM,79.326,2944.0,,,,
7,05/28/19 12:00:00 PM,76.528,2944.0,,,,
8,05/28/19 12:10:00 PM,76.703,2816.0,,,,
9,05/28/19 12:20:00 PM,75.312,2816.0,,,,
10,05/28/19 12:30:00 PM,75.484,2688.0,,,,
11,05/28/19 12:40:00 PM,75.484,2688.0,,,,
12,05/28/19 12:50:00 PM,75.659,2560.0,,,,
13,05/28/19 01:00:00 PM,76.876,2432.0,,,,
14,05/28/19 01:10:00 PM,76.006,2432.0,,,,
15,05/28/19 01:20:00 PM,75.312,2432.0,,,,
16,05/28/19 01:30:00 PM,76.006,2304.0,,,,
17,05/28/19 01:40:00 PM,77.574,2304.0,,,,
18,05/28/19 01:50:00 PM,76.006,2432.0,,,,
19,05/28/19 02:00:00 PM,75.832,2560.0,,,,
20,05/28/19 02:10:00 PM,77.225,2816.0,,,,
21,05/28/19 02:20:00 PM,77.225,2816.0,,,,
22,05/28/19 02:30:00 PM,80.735,2688.0,,,,
23,05/28/19 02:40:00 PM,79.853,3072.0,,,,
24,05/28/19 02:50:00 PM,78.624,3584.0,,,,
25,05/28/19 03:00:00 PM,78.800,3712.0,,,,
26,05/28/19 03:10:00 PM,79.853,4096.0,,,,
27,05/28/19 03:20:00 PM,81.266,4096.0,,,,
28,05/28/19 03:30:00 PM,80.735,3072.0,,,,
29,05/28/19 03:40:00 PM,81.797,2304.0,,,,
30,05/28/19 03:50:00 PM,80.735,2176.0,,,,
31,05/28/19 04:00:00 PM,78.624,2304.0,,,,
32,05/28/19 04:10:00 PM,80.206,4608.0,,,,
33,05/28/19 04:20:00 PM,78.449,2048.0,,,,
34,05/28/19 04:30:00 PM,79.151,2048.0,,,,
35,05/28/19 04:40:00 PM,80.206,2816.0,,,,
36,05/28/19 04:50:00 PM,80.911,9728.0,,,,
37,05/28/19 05:00:00 PM,80.911,5376.0,,,,
38,05/28/19 05:10:00 PM,79.678,1920.0,,,,
39,05/28/19 05:20:00 PM,79.678,1728.0,,,,
40,05/28/19 05:30:00 PM,78.624,1664.0,,,,
41,05/28/19 05:40:00 PM,76.006,1536.0,,,,
42,05/28/19 05:50:00 PM,75.484,5376.0,,,,
43,05/28/19 06:00:00 PM,81.090,10752.0,,,,
44,05/28/19 06:10:00 PM,82.508,8192.0,,,,
45,05/28/19 06:20:00 PM,73.580,184.0,,,,
46,05/28/19 06:30:00 PM,68.592,168.0,,,,
47,05/28/19 06:40:00 PM,67.221,208.0,,,,
48,05/28/19 06:50:00 PM,66.537,184.0,,,,
49,05/28/19 07:00:00 PM,66.193,192.0,,,,
50,05/28/19 07:10:00 PM,66.022,192.0,,,,
51,05/28/19 07:20:00 PM,65.851,216.0,,,,
52,05/28/19 07:30:00 PM,65.851,160.0,,,,
53,05/28/19 07:40:00 PM,65.167,126.0,,,,
54,05/28/19 07:50:00 PM,64.481,65.0,,,,
55,05/28/19 08:00:00 PM,63.797,7.0,,,,
56,05/28/19 08:10:00 PM,63.111,0.0,,,,
57,05/28/19 08:20:00 PM,62.940,0.0,,,,
58,05/28/19 08:30:00 PM,62.083,0.0,,,,
59,05/28/19 08:40:00 PM,61.227,0.0,,,,
60,05/28/19 08:50:00 PM,60.024,0.0,,,,
61,05/28/19 09:00:00 PM,60.368,0.0,,,,
62,05/28/19 09:10:00 PM,60.024,0.0,,,,
63,05/28/19 09:20:00 PM,58.303,0.0,,,,
64,05/28/19 09:30:00 PM,58.131,0.0,,,,
65,05/28/19 09:40:00 PM,57.785,0.0,,,,
66,05/28/19 09:50:00 PM,57.441,0.0,,,,
67,05/28/19 10:00:00 PM,57.958,0.0,,,,
68,05/28/19 10:10:00 PM,57.958,0.0,,,,
69,05/28/19 10:20:00 PM,58.131,0.0,,,,
70,05/28/19 10:30:00 PM,58.820,0.0,,,,
71,05/28/19 10:40:00 PM,59.508,0.0,,,,
72,05/28/19 10:50:00 PM,59.164,0.0,,,,
73,05/28/19 11:00:00 PM,59.164,0.0,,,,
74,05/28/19 11:10:00 PM,57.785,0.0,,,,
75,05/28/19 11:20:00 PM,57.785,0.0,,,,
76,05/28/19 11:30:00 PM,57.096,0.0,,,,
77,05/28/19 11:40:00 PM,56.230,0.0,,,,
78,05/28/19 11:50:00 PM,57.096,0.0,,,,
79,05/29/19 12:00:00 AM,57.096,0.0,,,,
80,05/29/19 12:10:00 AM,55.884,0.0,,,,
81,05/29/19 12:20:00 AM,58.131,0.0,,,,
82,05/29/19 12:30:00 AM,57.441,0.0,,,,
83,05/29/19 12:40:00 AM,56.750,0.0,,,,
