"Plot Title: 20597571"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20597571, SEN S/N: 20597571)","Intensity, lum/ft² (LGR S/N: 20597571, SEN S/N: 20597571)","Coupler Attached (LGR S/N: 20597571)","Host Connected (LGR S/N: 20597571)","Stopped (LGR S/N: 20597571)","End Of File (LGR S/N: 20597571)"
1,05/28/19 11:00:00 AM,86.823,1152.0,,,,
2,05/28/19 11:10:00 AM,78.274,1152.0,,,,
3,05/28/19 11:20:00 AM,76.006,1088.0,,,,
4,05/28/19 11:30:00 AM,76.181,1152.0,,,,
5,05/28/19 11:40:00 AM,75.832,1024.0,,,,
6,05/28/19 11:50:00 AM,74.619,1024.0,,,,
7,05/28/19 12:00:00 PM,72.891,1152.0,,,,
8,05/28/19 12:10:00 PM,72.891,1024.0,,,,
9,05/28/19 12:20:00 PM,72.718,1024.0,,,,
10,05/28/19 12:30:00 PM,73.234,2560.0,,,,
11,05/28/19 12:40:00 PM,74.271,1088.0,,,,
12,05/28/19 12:50:00 PM,74.791,1088.0,,,,
13,05/28/19 01:00:00 PM,78.624,1216.0,,,,
14,05/28/19 01:10:00 PM,80.735,1344.0,,,,
15,05/28/19 01:20:00 PM,80.559,1408.0,,,,
16,05/28/19 01:30:00 PM,87.915,10752.0,,,,
17,05/28/19 01:40:00 PM,104.954,21504.0,,,,
18,05/28/19 01:50:00 PM,115.637,21504.0,,,,
19,05/28/19 02:00:00 PM,115.178,21504.0,,,,
20,05/28/19 02:10:00 PM,104.540,8192.0,,,,
21,05/28/19 02:20:00 PM,97.720,1664.0,,,,
22,05/28/19 02:30:00 PM,103.923,1920.0,,,,
23,05/28/19 02:40:00 PM,112.023,18432.0,,,,
24,05/28/19 02:50:00 PM,119.878,18432.0,,,,
25,05/28/19 03:00:00 PM,121.829,17408.0,,,,
26,05/28/19 03:10:00 PM,117.732,16384.0,,,,
27,05/28/19 03:20:00 PM,111.801,10240.0,,,,
28,05/28/19 03:30:00 PM,110.264,14336.0,,,,
29,05/28/19 03:40:00 PM,95.590,2176.0,,,,
30,05/28/19 03:50:00 PM,94.825,1728.0,,,,
31,05/28/19 04:00:00 PM,91.053,1728.0,,,,
32,05/28/19 04:10:00 PM,93.873,4096.0,,,,
33,05/28/19 04:20:00 PM,101.282,8704.0,,,,
34,05/28/19 04:30:00 PM,102.493,5632.0,,,,
35,05/28/19 04:40:00 PM,100.683,4864.0,,,,
36,05/28/19 04:50:00 PM,103.923,2688.0,,,,
37,05/28/19 05:00:00 PM,99.489,3840.0,,,,
38,05/28/19 05:10:00 PM,91.053,1536.0,,,,
39,05/28/19 05:20:00 PM,85.554,2688.0,,,,
40,05/28/19 05:30:00 PM,84.654,1536.0,,,,
41,05/28/19 05:40:00 PM,85.374,1728.0,,,,
