"Plot Title: 20597557"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20597557, SEN S/N: 20597557)","Intensity, lum/ft² (LGR S/N: 20597557, SEN S/N: 20597557)","Coupler Attached (LGR S/N: 20597557)","Host Connected (LGR S/N: 20597557)","Stopped (LGR S/N: 20597557)","End Of File (LGR S/N: 20597557)"
1,05/28/19 11:00:00 AM,85.014,464.0,,,,
2,05/28/19 11:10:00 AM,84.654,480.0,,,,
3,05/28/19 11:20:00 AM,83.221,464.0,,,,
4,05/28/19 11:30:00 AM,83.399,352.0,,,,
5,05/28/19 11:40:00 AM,80.911,304.0,,,,
6,05/28/19 11:50:00 AM,80.029,272.0,,,,
7,05/28/19 12:00:00 PM,79.502,272.0,,,,
8,05/28/19 12:10:00 PM,81.975,400.0,,,,
9,05/28/19 12:20:00 PM,88.282,672.0,,,,
10,05/28/19 12:30:00 PM,89.569,608.0,,,,
11,05/28/19 12:40:00 PM,84.295,416.0,,,,
12,05/28/19 12:50:00 PM,81.975,304.0,,,,
13,05/28/19 01:00:00 PM,81.975,304.0,,,,
14,05/28/19 01:10:00 PM,82.330,432.0,,,,
15,05/28/19 01:20:00 PM,85.915,672.0,,,,
16,05/28/19 01:30:00 PM,93.304,960.0,,,,
17,05/28/19 01:40:00 PM,100.083,992.0,,,,
18,05/28/19 01:50:00 PM,100.083,960.0,,,,
19,05/28/19 02:00:00 PM,103.717,992.0,,,,
20,05/28/19 02:10:00 PM,104.128,992.0,,,,
21,05/28/19 02:20:00 PM,103.717,992.0,,,,
22,05/28/19 02:30:00 PM,105.786,1216.0,,,,
23,05/28/19 02:40:00 PM,107.683,1216.0,,,,
24,05/28/19 02:50:00 PM,108.322,1088.0,,,,
25,05/28/19 03:00:00 PM,104.128,896.0,,,,
26,05/28/19 03:10:00 PM,103.307,960.0,,,,
27,05/28/19 03:20:00 PM,107.258,992.0,,,,
28,05/28/19 03:30:00 PM,106.414,992.0,,,,
29,05/28/19 03:40:00 PM,107.895,992.0,,,,
30,05/28/19 03:50:00 PM,110.264,1024.0,,,,
31,05/28/19 04:00:00 PM,108.108,1088.0,,,,
32,05/28/19 04:10:00 PM,108.322,1152.0,,,,
33,05/28/19 04:20:00 PM,105.786,960.0,,,,
34,05/28/19 04:30:00 PM,104.954,992.0,,,,
35,05/28/19 04:40:00 PM,103.923,896.0,,,,
36,05/28/19 04:50:00 PM,101.082,800.0,,,,
37,05/28/19 05:00:00 PM,97.525,768.0,,,,
38,05/28/19 05:10:00 PM,95.016,768.0,,,,
39,05/28/19 05:20:00 PM,95.976,672.0,,,,
40,05/28/19 05:30:00 PM,94.633,512.0,,,,
41,05/28/19 05:40:00 PM,90.495,400.0,,,,
42,05/28/19 05:50:00 PM,84.834,256.0,,,,
43,05/28/19 06:00:00 PM,82.152,200.0,,,,
44,05/28/19 06:10:00 PM,78.800,136.0,,,,
45,05/28/19 06:20:00 PM,74.098,26.0,,,,
46,05/28/19 06:30:00 PM,70.995,25.0,,,,
47,05/28/19 06:40:00 PM,69.107,25.0,,,,
48,05/28/19 06:50:00 PM,68.077,25.0,,,,
49,05/28/19 07:00:00 PM,67.392,34.0,,,,
50,05/28/19 07:10:00 PM,67.050,33.0,,,,
51,05/28/19 07:20:00 PM,66.708,43.0,,,,
52,05/28/19 07:30:00 PM,66.879,35.0,,,,
53,05/28/19 07:40:00 PM,66.537,26.0,,,,
54,05/28/19 07:50:00 PM,65.851,13.0,,,,
55,05/28/19 08:00:00 PM,64.652,1.0,,,,
56,05/28/19 08:10:00 PM,63.968,0.0,,,,
57,05/28/19 08:20:00 PM,63.282,0.0,,,,
58,05/28/19 08:30:00 PM,62.254,0.0,,,,
59,05/28/19 08:40:00 PM,61.227,0.0,,,,
60,05/28/19 08:50:00 PM,60.024,0.0,,,,
61,05/28/19 09:00:00 PM,59.508,0.0,,,,
62,05/28/19 09:10:00 PM,58.303,0.0,,,,
63,05/28/19 09:20:00 PM,56.923,0.0,,,,
64,05/28/19 09:30:00 PM,56.057,0.0,,,,
65,05/28/19 09:40:00 PM,56.230,0.0,,,,
66,05/28/19 09:50:00 PM,56.923,0.0,,,,
67,05/28/19 10:00:00 PM,57.614,0.0,,,,
68,05/28/19 10:10:00 PM,57.614,0.0,,,,
69,05/28/19 10:20:00 PM,58.131,0.0,,,,
70,05/28/19 10:30:00 PM,58.820,0.0,,,,
71,05/28/19 10:40:00 PM,58.820,0.0,,,,
72,05/28/19 10:50:00 PM,57.785,0.0,,,,
73,05/28/19 11:00:00 PM,57.441,0.0,,,,
74,05/28/19 11:10:00 PM,56.230,0.0,,,,
75,05/28/19 11:20:00 PM,55.711,0.0,,,,
76,05/28/19 11:30:00 PM,54.842,0.0,,,,
77,05/28/19 11:40:00 PM,54.147,0.0,,,,
78,05/28/19 11:50:00 PM,54.495,0.0,,,,
79,05/29/19 12:00:00 AM,54.147,0.0,,,,
80,05/29/19 12:10:00 AM,53.274,0.0,,,,
81,05/29/19 12:20:00 AM,53.973,0.0,,,,
82,05/29/19 12:30:00 AM,53.798,0.0,,,,
83,05/29/19 12:40:00 AM,52.925,0.0,,,,
84,05/29/19 12:50:00 AM,52.401,0.0,,,,
85,05/29/19 01:00:00 AM,51.699,0.0,,,,
86,05/29/19 01:10:00 AM,51.172,0.0,,,,
87,05/29/19 01:20:00 AM,50.643,0.0,,,,
88,05/29/19 01:30:00 AM,51.172,0.0,,,,
89,05/29/19 01:40:00 AM,52.225,0.0,,,,
90,05/29/19 01:50:00 AM,53.100,0.0,,,,
91,05/29/19 02:00:00 AM,52.925,0.0,,,,
92,05/29/19 02:10:00 AM,52.576,0.0,,,,
93,05/29/19 02:20:00 AM,51.523,0.0,,,,
94,05/29/19 02:30:00 AM,52.225,0.0,,,,
95,05/29/19 02:40:00 AM,53.449,0.0,,,,
96,05/29/19 02:50:00 AM,54.322,0.0,,,,
97,05/29/19 03:00:00 AM,55.017,0.0,,,,
98,05/29/19 03:10:00 AM,55.189,0.0,,,,
99,05/29/19 03:20:00 AM,55.189,0.0,,,,
100,05/29/19 03:30:00 AM,55.364,0.0,,,,
101,05/29/19 03:40:00 AM,55.189,0.0,,,,
102,05/29/19 03:50:00 AM,55.364,0.0,,,,
103,05/29/19 04:00:00 AM,55.711,0.0,,,,
104,05/29/19 04:10:00 AM,55.884,0.0,,,,
105,05/29/19 04:20:00 AM,56.057,0.0,,,,
106,05/29/19 04:30:00 AM,56.057,0.0,,,,
107,05/29/19 04:40:00 AM,56.057,0.0,,,,
108,05/29/19 04:50:00 AM,56.057,0.0,,,,
109,05/29/19 05:00:00 AM,56.404,0.0,,,,
110,05/29/19 05:10:00 AM,56.230,0.0,,,,
111,05/29/19 05:20:00 AM,56.230,1.0,,,,
112,05/29/19 05:30:00 AM,56.404,8.0,,,,
113,05/29/19 05:40:00 AM,56.404,14.0,,,,
114,05/29/19 05:50:00 AM,56.750,20.0,,,,
115,05/29/19 06:00:00 AM,56.577,28.0,,,,
116,05/29/19 06:10:00 AM,56.577,33.0,,,,
117,05/29/19 06:20:00 AM,56.230,49.0,,,,
118,05/29/19 06:30:00 AM,57.096,74.0,,,,
119,05/29/19 06:40:00 AM,57.614,88.0,,,,
120,05/29/19 06:50:00 AM,58.647,116.0,,,,
121,05/29/19 07:00:00 AM,60.539,144.0,,,,
122,05/29/19 07:10:00 AM,62.425,168.0,,,,
123,05/29/19 07:20:00 AM,64.481,200.0,,,,
124,05/29/19 07:30:00 AM,67.050,304.0,,,,
125,05/29/19 07:40:00 AM,71.339,336.0,,,,
126,05/29/19 07:50:00 AM,73.926,400.0,,,,
127,05/29/19 08:00:00 AM,76.354,480.0,,,,
128,05/29/19 08:10:00 AM,80.735,768.0,,,,
129,05/29/19 08:20:00 AM,84.474,672.0,,,,
130,05/29/19 08:30:00 AM,86.097,1088.0,,,,
131,05/29/19 08:40:00 AM,92.550,1152.0,,,,
132,05/29/19 08:50:00 AM,98.307,992.0,,,,
133,05/29/19 09:00:00 AM,97.137,512.0,,,,
134,05/29/19 09:10:00 AM,95.400,960.0,,,,
135,05/29/19 09:20:00 AM,96.168,768.0,,,,
136,05/29/19 09:30:00 AM,100.083,1152.0,,,,
137,05/29/19 09:40:00 AM,105.161,1280.0,,,,
138,05/29/19 09:50:00 AM,105.161,864.0,,,,
139,05/29/19 10:00:00 AM,102.493,1088.0,,,,
140,05/29/19 10:10:00 AM,102.290,1280.0,,,,
141,05/29/19 10:20:00 AM,102.088,1088.0,,,,
142,05/29/19 10:30:00 AM,98.110,768.0,,,,
143,05/29/19 10:40:00 AM,95.590,384.0,,,,
144,05/29/19 10:50:00 AM,94.825,576.0,,,,
145,05/29/19 11:00:00 AM,96.361,512.0,,,,
146,05/29/19 11:10:00 AM,96.748,576.0,,,,
147,05/29/19 11:20:00 AM,97.137,512.0,,,,
148,05/29/19 11:30:00 AM,96.361,480.0,,,,
149,05/29/19 11:40:00 AM,96.555,464.0,,,,
150,05/29/19 11:50:00 AM,96.361,464.0,,,,
151,05/29/19 12:00:00 PM,92.174,304.0,,,,
152,05/29/19 12:10:00 PM,98.897,496.0,,,,
153,05/29/19 12:20:00 PM,93.493,416.0,,,,
154,05/29/19 12:30:00 PM,101.082,240.0,,,,
155,05/29/19 12:40:00 PM,93.873,352.0,,,,
156,05/29/19 12:50:00 PM,90.867,320.0,,,,
