"Plot Title: 20597569"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20597569, SEN S/N: 20597569)","Intensity, lum/ft² (LGR S/N: 20597569, SEN S/N: 20597569)","Coupler Attached (LGR S/N: 20597569)","Host Connected (LGR S/N: 20597569)","Stopped (LGR S/N: 20597569)","End Of File (LGR S/N: 20597569)"
1,05/15/19 09:00:00 AM,82.152,576.0,,,,
2,05/15/19 09:10:00 AM,89.384,9216.0,,,,
3,05/15/19 09:20:00 AM,84.834,7168.0,,,,
4,05/15/19 09:30:00 AM,86.823,6656.0,,,,
5,05/15/19 09:40:00 AM,92.550,14848.0,,,,
6,05/15/19 09:50:00 AM,94.633,14848.0,,,,
7,05/15/19 10:00:00 AM,94.825,17408.0,,,,
8,05/15/19 10:10:00 AM,93.304,13312.0,,,,
9,05/15/19 10:20:00 AM,88.466,8192.0,,,,
10,05/15/19 10:30:00 AM,83.935,2816.0,,,,
11,05/15/19 10:40:00 AM,83.399,2816.0,,,,
12,05/15/19 10:50:00 AM,85.194,6912.0,,,,
13,05/15/19 11:00:00 AM,85.915,3072.0,,,,
14,05/15/19 11:10:00 AM,86.641,3456.0,,,,
15,05/15/19 11:20:00 AM,89.755,2688.0,,,,
16,05/15/19 11:30:00 AM,85.374,2048.0,,,,
17,05/15/19 11:40:00 AM,86.459,11264.0,,,,
18,05/15/19 11:50:00 AM,93.115,10240.0,,,,
19,05/15/19 12:00:00 PM,91.987,8192.0,,,,
20,05/15/19 12:10:00 PM,86.641,2816.0,,,,
21,05/15/19 12:20:00 PM,86.459,4096.0,,,,
22,05/15/19 12:30:00 PM,86.641,3200.0,,,,
23,05/15/19 12:40:00 PM,89.017,2688.0,,,,
24,05/15/19 12:50:00 PM,88.650,3328.0,,,,
25,05/15/19 01:00:00 PM,86.097,3456.0,,,,
26,05/15/19 01:10:00 PM,85.194,4096.0,,,,
27,05/15/19 01:20:00 PM,85.194,2816.0,,,,
28,05/15/19 01:30:00 PM,83.221,3200.0,,,,
29,05/15/19 01:40:00 PM,83.221,3584.0,,,,
30,05/15/19 01:50:00 PM,87.368,3840.0,,,,
31,05/15/19 02:00:00 PM,84.295,3072.0,,,,
32,05/15/19 02:10:00 PM,83.399,2816.0,,,,
