"Plot Title: 20597567"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20597567, SEN S/N: 20597567)","Intensity, lum/ft² (LGR S/N: 20597567, SEN S/N: 20597567)","Coupler Attached (LGR S/N: 20597567)","Host Connected (LGR S/N: 20597567)","Stopped (LGR S/N: 20597567)","End Of File (LGR S/N: 20597567)"
1,05/28/19 11:00:00 AM,81.975,4096.0,,,,
2,05/28/19 11:10:00 AM,78.975,3840.0,,,,
3,05/28/19 11:20:00 AM,78.624,4096.0,,,,
4,05/28/19 11:30:00 AM,81.621,3968.0,,,,
5,05/28/19 11:40:00 AM,79.502,3968.0,,,,
6,05/28/19 11:50:00 AM,79.678,3840.0,,,,
7,05/28/19 12:00:00 PM,77.050,4096.0,,,,
8,05/28/19 12:10:00 PM,77.400,3712.0,,,,
9,05/28/19 12:20:00 PM,77.574,3840.0,,,,
10,05/28/19 12:30:00 PM,77.923,3968.0,,,,
11,05/28/19 12:40:00 PM,78.274,4096.0,,,,
12,05/28/19 12:50:00 PM,79.678,3840.0,,,,
13,05/28/19 01:00:00 PM,80.029,3968.0,,,,
14,05/28/19 01:10:00 PM,78.449,3968.0,,,,
15,05/28/19 01:20:00 PM,79.502,4096.0,,,,
16,05/28/19 01:30:00 PM,81.090,3968.0,,,,
17,05/28/19 01:40:00 PM,83.399,3968.0,,,,
18,05/28/19 01:50:00 PM,81.621,3968.0,,,,
19,05/28/19 02:00:00 PM,82.330,4096.0,,,,
20,05/28/19 02:10:00 PM,82.508,4096.0,,,,
21,05/28/19 02:20:00 PM,82.508,4096.0,,,,
22,05/28/19 02:30:00 PM,85.374,4096.0,,,,
23,05/28/19 02:40:00 PM,82.864,4352.0,,,,
24,05/28/19 02:50:00 PM,83.935,4352.0,,,,
25,05/28/19 03:00:00 PM,83.579,4608.0,,,,
26,05/28/19 03:10:00 PM,83.757,4352.0,,,,
27,05/28/19 03:20:00 PM,85.194,4608.0,,,,
28,05/28/19 03:30:00 PM,86.459,4352.0,,,,
29,05/28/19 03:40:00 PM,85.014,4608.0,,,,
30,05/28/19 03:50:00 PM,86.277,5120.0,,,,
31,05/28/19 04:00:00 PM,84.295,5120.0,,,,
32,05/28/19 04:10:00 PM,87.004,6400.0,,,,
33,05/28/19 04:20:00 PM,85.374,5120.0,,,,
34,05/28/19 04:30:00 PM,85.194,4864.0,,,,
35,05/28/19 04:40:00 PM,85.554,5632.0,,,,
36,05/28/19 04:50:00 PM,83.757,5120.0,,,,
37,05/28/19 05:00:00 PM,81.797,5632.0,,,,
38,05/28/19 05:10:00 PM,83.043,4864.0,,,,
39,05/28/19 05:20:00 PM,82.330,4864.0,,,,
40,05/28/19 05:30:00 PM,82.508,4608.0,,,,
41,05/28/19 05:40:00 PM,83.221,5120.0,,,,
42,05/28/19 05:50:00 PM,80.735,4608.0,,,,
43,05/28/19 06:00:00 PM,82.686,4096.0,,,,
44,05/28/19 06:10:00 PM,80.559,3200.0,,,,
45,05/28/19 06:20:00 PM,69.107,256.0,,,,
46,05/28/19 06:30:00 PM,66.879,200.0,,,,
47,05/28/19 06:40:00 PM,66.193,232.0,,,,
48,05/28/19 06:50:00 PM,65.509,200.0,,,,
49,05/28/19 07:00:00 PM,65.680,248.0,,,,
50,05/28/19 07:10:00 PM,65.680,216.0,,,,
51,05/28/19 07:20:00 PM,65.509,232.0,,,,
52,05/28/19 07:30:00 PM,65.680,248.0,,,,
53,05/28/19 07:40:00 PM,64.996,168.0,,,,
54,05/28/19 07:50:00 PM,64.139,84.0,,,,
55,05/28/19 08:00:00 PM,63.626,11.0,,,,
56,05/28/19 08:10:00 PM,62.940,0.0,,,,
57,05/28/19 08:20:00 PM,62.598,0.0,,,,
58,05/28/19 08:30:00 PM,62.254,0.0,,,,
59,05/28/19 08:40:00 PM,61.741,0.0,,,,
60,05/28/19 08:50:00 PM,59.680,0.0,,,,
61,05/28/19 09:00:00 PM,61.054,0.0,,,,
62,05/28/19 09:10:00 PM,59.851,0.0,,,,
63,05/28/19 09:20:00 PM,58.476,0.0,,,,
64,05/28/19 09:30:00 PM,58.131,0.0,,,,
