"Plot Title: 20597570"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20597570, SEN S/N: 20597570)","Intensity, lum/ft² (LGR S/N: 20597570, SEN S/N: 20597570)","Coupler Attached (LGR S/N: 20597570)","Host Connected (LGR S/N: 20597570)","Stopped (LGR S/N: 20597570)","End Of File (LGR S/N: 20597570)"
1,05/28/19 11:00:00 AM,110.046,12288.0,,,,
2,05/28/19 11:10:00 AM,93.493,1536.0,,,,
3,05/28/19 11:20:00 AM,84.295,2304.0,,,,
4,05/28/19 11:30:00 AM,87.733,1408.0,,,,
5,05/28/19 11:40:00 AM,91.425,7680.0,,,,
6,05/28/19 11:50:00 AM,94.062,17408.0,,,,
7,05/28/19 12:00:00 PM,83.935,1344.0,,,,
8,05/28/19 12:10:00 PM,78.098,1152.0,,,,
9,05/28/19 12:20:00 PM,76.006,1152.0,,,,
10,05/28/19 12:30:00 PM,75.832,1152.0,,,,
11,05/28/19 12:40:00 PM,77.749,1216.0,,,,
12,05/28/19 12:50:00 PM,90.495,18432.0,,,,
13,05/28/19 01:00:00 PM,95.400,12800.0,,,,
14,05/28/19 01:10:00 PM,91.240,6144.0,,,,
15,05/28/19 01:20:00 PM,86.277,5120.0,,,,
16,05/28/19 01:30:00 PM,82.864,3200.0,,,,
17,05/28/19 01:40:00 PM,87.004,2048.0,,,,
18,05/28/19 01:50:00 PM,87.186,3328.0,,,,
19,05/28/19 02:00:00 PM,89.569,5376.0,,,,
20,05/28/19 02:10:00 PM,88.650,6400.0,,,,
21,05/28/19 02:20:00 PM,86.823,9216.0,,,,
22,05/28/19 02:30:00 PM,91.612,3712.0,,,,
23,05/28/19 02:40:00 PM,93.873,1984.0,,,,
24,05/28/19 02:50:00 PM,92.363,14848.0,,,,
25,05/28/19 03:00:00 PM,88.282,8192.0,,,,
26,05/28/19 03:10:00 PM,86.097,13312.0,,,,
27,05/28/19 03:20:00 PM,88.650,2048.0,,,,
28,05/28/19 03:30:00 PM,88.466,2048.0,,,,
29,05/28/19 03:40:00 PM,94.253,3968.0,,,,
30,05/28/19 03:50:00 PM,96.748,6144.0,,,,
31,05/28/19 04:00:00 PM,92.363,2432.0,,,,
32,05/28/19 04:10:00 PM,94.633,2048.0,,,,
33,05/28/19 04:20:00 PM,99.291,2176.0,,,,
34,05/28/19 04:30:00 PM,104.747,5376.0,,,,
35,05/28/19 04:40:00 PM,103.307,4864.0,,,,
36,05/28/19 04:50:00 PM,101.685,5888.0,,,,
37,05/28/19 05:00:00 PM,98.110,4352.0,,,,
38,05/28/19 05:10:00 PM,94.253,3456.0,,,,
39,05/28/19 05:20:00 PM,93.873,3456.0,,,,
40,05/28/19 05:30:00 PM,92.363,2432.0,,,,
41,05/28/19 05:40:00 PM,87.186,1152.0,,,,
42,05/28/19 05:50:00 PM,82.152,960.0,,,,
43,05/28/19 06:00:00 PM,80.559,1024.0,,,,
44,05/28/19 06:10:00 PM,77.749,512.0,,,,
45,05/28/19 06:20:00 PM,73.234,192.0,,,,
46,05/28/19 06:30:00 PM,70.651,184.0,,,,
47,05/28/19 06:40:00 PM,69.278,168.0,,,,
48,05/28/19 06:50:00 PM,68.421,144.0,,,,
49,05/28/19 07:00:00 PM,67.564,208.0,,,,
50,05/28/19 07:10:00 PM,67.221,208.0,,,,
51,05/28/19 07:20:00 PM,67.050,272.0,,,,
52,05/28/19 07:30:00 PM,67.050,248.0,,,,
53,05/28/19 07:40:00 PM,66.708,152.0,,,,
54,05/28/19 07:50:00 PM,65.851,77.0,,,,
55,05/28/19 08:00:00 PM,64.652,8.0,,,,
56,05/28/19 08:10:00 PM,63.626,0.0,,,,
57,05/28/19 08:20:00 PM,63.111,0.0,,,,
58,05/28/19 08:30:00 PM,62.254,0.0,,,,
59,05/28/19 08:40:00 PM,61.569,0.0,,,,
60,05/28/19 08:50:00 PM,60.712,0.0,,,,
61,05/28/19 09:00:00 PM,59.851,0.0,,,,
62,05/28/19 09:10:00 PM,59.680,0.0,,,,
63,05/28/19 09:20:00 PM,58.993,0.0,,,,
64,05/28/19 09:30:00 PM,58.476,0.0,,,,
65,05/28/19 09:40:00 PM,58.993,0.0,,,,
66,05/28/19 09:50:00 PM,59.851,0.0,,,,
67,05/28/19 10:00:00 PM,60.368,0.0,,,,
68,05/28/19 10:10:00 PM,59.851,0.0,,,,
69,05/28/19 10:20:00 PM,60.024,0.0,,,,
70,05/28/19 10:30:00 PM,60.368,0.0,,,,
71,05/28/19 10:40:00 PM,60.368,0.0,,,,
72,05/28/19 10:50:00 PM,59.337,0.0,,,,
73,05/28/19 11:00:00 PM,58.993,0.0,,,,
74,05/28/19 11:10:00 PM,58.303,0.0,,,,
75,05/28/19 11:20:00 PM,58.131,0.0,,,,
76,05/28/19 11:30:00 PM,57.614,0.0,,,,
77,05/28/19 11:40:00 PM,56.923,0.0,,,,
78,05/28/19 11:50:00 PM,57.441,0.0,,,,
79,05/29/19 12:00:00 AM,57.096,0.0,,,,
80,05/29/19 12:10:00 AM,56.404,0.0,,,,
81,05/29/19 12:20:00 AM,56.404,0.0,,,,
82,05/29/19 12:30:00 AM,56.404,0.0,,,,
83,05/29/19 12:40:00 AM,55.884,0.0,,,,
84,05/29/19 12:50:00 AM,55.884,0.0,,,,
85,05/29/19 01:00:00 AM,55.189,0.0,,,,
86,05/29/19 01:10:00 AM,54.669,0.0,,,,
87,05/29/19 01:20:00 AM,54.322,0.0,,,,
88,05/29/19 01:30:00 AM,55.017,0.0,,,,
89,05/29/19 01:40:00 AM,55.364,0.0,,,,
90,05/29/19 01:50:00 AM,55.537,0.0,,,,
91,05/29/19 02:00:00 AM,55.364,0.0,,,,
92,05/29/19 02:10:00 AM,54.842,0.0,,,,
93,05/29/19 02:20:00 AM,54.147,0.0,,,,
94,05/29/19 02:30:00 AM,54.495,0.0,,,,
